V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q77,Consent,Timing_1,Timing_2,Timing_3,Timing_4,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,Timing_1,Timing_2,Timing_3,Timing_4,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,Timing_1,Timing_2,Timing_3,Timing_4,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,Timing_1,Timing_2,Timing_3,Timing_4,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,Timing_1,Timing_2,Timing_3,Timing_4,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,rfq_x1,rfq_x2,rfq_x3,rfq_x4,Timing_1,Timing_2,Timing_3,Timing_4,Afraid_1,Afraid_2,Afraid_3,Afraid_4,Afraid_5,Afraid_6,Angry_1,Angry_2,Angry_3,Angry_4,Angry_5,Angry_6,Guilty_1,Guilty_2,Guilty_3,Guilty_4,Guilty_5,Guilty_6,Sad_1,Sad_2,Sad_3,Sad_4,Sad_5,Happy_1,Happy_2,Happy_3,Happy_4,Happy_5,Happy_6,Happy_7,Happy_8,Proud_1,Proud_2,Proud_3,Proud_4,Proud_5,Alert_1,Alert_2,Alert_3,Alert_4,Shy_1,Shy_2,Shy_3,Shy_4,Sleepy_1,Sleepy_2,Sleepy_3,Sleepy_4,Calm_1,Calm_2,Calm_3,Amazed_1,Amazed_2,Amazed_3,Dejected_1,Dejected_2,Dejected_3,Dejected_4,Dejected_5,Hopeful_1,Hopeful_2,Hopeful_3,Hopeful_4,Anxious_1,Anxious_2,Anxious_3,Anxious_4,Anxious_5,Anxious_6,Peaceful_1,Peaceful_2,Frustrated_1,Frustrated_2,Frustrated_3,Frustrated_4,Frustrated_5,Frustrated_6,Frustrated_7,Frustrated_8,Virtuous_1,Virtuous_2,Virtuous_3,Virtuous_4,Virtuous_5,Virtuous_6,Virtuous_7,Virtuous_8,Virtuous_9,Directions,attn1,attn2,attn3,Timing_1,Timing_2,Timing_3,Timing_4,Age ,Gender,Ethnic,Ethnic_TEXT,Education,Education_TEXT,Timing_1,Timing_2,Timing_3,Timing_4,Relation,Timing_1,Timing_2,Timing_3,Timing_4,Job,Timing_1,Timing_2,Timing_3,Timing_4,Language,Timing_1,Timing_2,Timing_3,Timing_4,Proficient,Timing_1,Timing_2,Timing_3,Timing_4,I.D,DO-BR-FL_10,DO-BL-emo,DO-Q-Afraid,DO-Q-Guilty,DO-Q-Angry,DO-Q-Sad,DO-Q-Happy,DO-Q-Proud,DO-Q-Alert,DO-Q-Shy,DO-Q-Sleepy,DO-Q-Calm,DO-Q-Amazed,DO-Q-Dejected,DO-Q-Hopeful,DO-Q-Anxious,DO-Q-Peaceful,DO-Q-Frustrated,DO-Q-Virtuous,LocationLatitude,LocationLongitude,LocationAccuracy
R_3KpVCStNZoXeDVz,Default Response Set,Anonymous,,,24.101.207.9,0,11/2/15 15:29,11/2/15 15:40,1,1,2,9.279,9.279,10.907,1,5,1,5,6,6,4,6,6,9.954,46.26,47.291,8,6,5,6,1,5,2,4,5,3.927,37.738,38.697,8,1,2,6,6,5,4,1,6,8.169,34.918,35.84,8,6,1,1,3,6,6,8.992,38.985,39.974,7,2,1,4,1,5,3,5,2,5,3,1,,,,,19.248,86.568,88.629,11,3,2,2,4,1,1,4,2,3,1,3,2,5,1,4,2,4,5,3,4,4,1,2,5,2,3,5,3,3,3,3,2,4,4,4,3,4,4,6,5,3,3,2,4,5,6,5,4,1,2,4,4,1,3,4,3,2,4,4,4,2,4,5,4,4,3,3,1,4,2,2,6,4,4,1,5,2,2,5,5,4,5,5,6,7,5,5,5,1,emotion,emotion,emotion,13.344,13.344,21.409,1,33,2,4,,5,,1.686,11.926,13.476,3,4,1.775,1.775,3.528,1,Stay at home mom,1.549,1.549,8.27,1,English,1.609,1.609,4.486,1,1,2.082,2.082,3.462,1,ACNXJE71A3SD6,rmq|rfq,Happy|Alert|Dejected|Calm|Amazed|Shy|Guilty|Frustrated|Afraid|Hopeful|Angry|Anxious|Virtuous|Proud|Sad|Peaceful|Sleepy,5|1|3|2|4|6,2|5|3|6|4|1,5|1|4|6|3|2,4|1|3|2|5,1|4|8|5|2|6|3|7,3|5|1|2|4,2|1|4|3,1|4|2|3,2|3|4|1,2|1|3,2|1|3,5|1|2|4|3,1|3|4|2,4|3|6|1|5|2,1|2,1|4|3|5|2|8|6|7,6|3|5|8|4|9|7|1|2,41.1342926,-81.85590363,-1
R_25ZAp2s8XDGZEz4,Default Response Set,Anonymous,,,71.88.152.220,0,11/2/15 15:17,11/2/15 15:40,1,1,2,32.898,34.844,36.342,3,6,3,4,3,4,4,3,5,526.186,540.745,545.146,15,2,2,4,1,4,4,6,6,3.909,50.937,66.412,14,6,5,1,4,4,6,5,3,7.815,51.404,54.528,17,4,4,4,4,6,3,6.296,52.987,58.731,16,2,2,4,1,1,3,5,1,2,3,4,,,,,12.67,212.534,223.448,24,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,4,4,3,3,4,4,4,4,4,3,4,4,4,5,5,5,5,4,1,4,2,2,2,2,2,5,5,5,4,4,4,1,1,1,1,1,6,6,6,6,1,1,2,1,1,1,5,4,2,2,1,1,1,1,1,1,4,3,5,4,6,6,4,4,4,1,emotion,emotion,emotion,27.808,37.281,53.561,6,18,1,7,,2,,1.313,8.608,15.93,4,1,2.843,2.843,23.584,1,N/a,1.286,1.286,5.894,1,English,1.071,1.071,8.535,1,1,4.274,4.274,5.527,1,AB774I47XHB4K,rfq|rmq,Guilty|Calm|Amazed|Peaceful|Alert|Hopeful|Sleepy|Frustrated|Proud|Happy|Angry|Afraid|Shy|Sad|Dejected|Virtuous|Anxious,6|2|4|1|5|3,6|4|2|5|3|1,5|6|3|4|1|2,1|3|5|2|4,1|6|8|2|5|7|3|4,2|3|4|1|5,3|1|2|4,4|2|1|3,2|3|1|4,3|1|2,1|3|2,4|3|2|1|5,4|2|1|3,1|4|2|3|6|5,1|2,1|7|5|8|2|4|3|6,2|8|9|7|3|4|5|6|1,30.53349304,-92.11630249,-1
R_uy60i64nRwTwrbb,Default Response Set,Anonymous,,,98.30.97.198,0,11/2/15 15:35,11/2/15 15:40,1,1,2,2.901,2.901,3.562,1,5,3,1,6,5,2,1,5,3.355,15.396,16.396,8,2,5,1,1,1,5,2,5,5.984,20.424,21.443,8,4,3,2,2,6,2,2,1,3.298,13.698,14.662,8,6,1,5,6,6,1,5.546,13.619,14.627,6,2,4,4,5,2,5,4,4,2,4,4,,,,,21.878,36.847,37.744,11,1,2,2,2,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,2,2,1,1,5,5,5,4,4,5,5,4,4,4,5,4,4,6,6,6,6,1,1,1,1,2,2,1,2,5,5,5,4,3,4,1,1,1,1,2,6,3,5,3,1,1,1,1,1,1,6,5,2,2,1,1,1,1,1,1,6,3,5,4,5,6,6,3,5,1,emotion,emotion,emotion,2.536,12.009,14.157,6,32,1,4,,3,,1.126,6.222,7.221,4,4,1.638,1.638,2.653,1,driver,0.814,0.814,3.812,1,english,0.95,0.95,4.686,1,1,1.202,1.202,1.97,1,A301OC6DURSQ5W,rfq|rmq,Hopeful|Sleepy|Virtuous|Alert|Afraid|Angry|Anxious|Peaceful|Frustrated|Sad|Dejected|Shy|Amazed|Proud|Happy|Guilty|Calm,3|4|2|5|6|1,6|3|4|5|2|1,4|2|3|5|6|1,5|1|4|2|3,5|2|1|8|7|6|4|3,4|2|3|1|5,2|1|4|3,2|1|3|4,1|3|4|2,3|2|1,3|1|2,4|2|5|1|3,2|3|4|1,2|4|6|1|5|3,1|2,3|6|8|7|2|4|5|1,1|3|2|4|5|8|6|7|9,41.24459839,-82.84590149,-1
R_UbHl3m6R66ZXQOJ,Default Response Set,Anonymous,,,69.253.83.54,0,11/2/15 15:28,11/2/15 15:40,1,1,2,3.758,90.511,92.016,2,4,3,1,4,4,2,2,2,2.936,46.475,48.127,10,3,5,4,1,3,1,5,2,7.064,41.261,42.809,10,4,3,3,5,3,3,1,4,9.493,40.778,42.28,9,3,2,2,1,1,4,6.752,31.718,33.178,7,3,1,2,1,5,1,4,2,3,2,4,,,,,15.182,71.327,72.674,13,3,3,1,3,1,1,2,1,2,1,1,1,2,2,3,3,3,4,2,2,2,1,2,5,4,3,4,3,2,3,2,3,3,4,2,2,5,5,5,3,3,3,2,4,2,4,5,3,5,4,5,3,4,3,2,1,1,3,2,5,2,4,4,4,3,1,2,3,3,5,4,2,3,3,2,2,5,3,2,5,2,3,5,5,4,4,4,4,1,emotion,emotion,emotion,7.812,9.959,17.711,2,36,2,4,,4,,2.438,19.486,21.102,7,4,2.959,2.959,4.781,1,library clerk,1.932,1.932,7.188,1,English,1.931,1.931,5.841,1,1,3.966,3.966,6.719,1,A1W07FDSGE91H5,rmq|rfq,Afraid|Virtuous|Anxious|Amazed|Frustrated|Calm|Shy|Proud|Alert|Guilty|Sad|Sleepy|Peaceful|Dejected|Angry|Happy|Hopeful,1|4|3|6|2|5,5|2|1|3|6|4,4|6|3|1|5|2,2|5|4|1|3,1|5|7|8|3|6|4|2,4|5|1|3|2,4|2|1|3,3|2|1|4,3|2|1|4,2|1|3,3|1|2,4|1|3|2|5,4|1|3|2,6|1|4|2|5|3,2|1,2|5|3|6|7|8|4|1,8|9|2|3|6|5|4|7|1,40.08479309,-75.15180206,-1
R_1MQckrzJvwiV4DV,Default Response Set,Anonymous,,,47.17.220.86,0,11/2/15 15:18,11/2/15 15:41,1,1,2,3.731,4.499,5.751,2,5,1,6,6,6,2,1,6,15.65,408.25,409.839,10,2,6,3,,1,1,6,4,105.559,140.239,140.993,9,1,4,2,5,6,6,1,1,4.079,70.127,70.907,8,6,1,5,5,5,5,4.342,26.454,27.218,7,3,2,5,3,1,2,4,4,3,4,2,,,,,48.488,112.64,114.287,15,2,3,2,4,2,3,4,3,4,3,2,2,3,3,4,4,4,4,3,4,4,4,3,6,5,6,6,5,6,6,6,4,5,5,4,4,6,6,6,5,3,3,2,4,5,6,4,5,6,6,6,4,4,3,4,3,3,3,4,5,4,6,6,3,4,5,4,2,4,5,5,5,4,4,4,4,4,3,2,6,3,4,4,5,5,5,7,6,1,emotion,emotion,emotion,9.608,9.608,18.945,1,43,2,7,,4,,1.975,7.886,43.4,4,2,3.821,3.821,4.571,1,Curator,1.035,1.035,7.014,1,English,0.978,0.978,4.715,1,1,5.82,5.82,6.749,1,A3ZRB6JNJGCYT,rmq|rfq,Dejected|Guilty|Shy|Anxious|Hopeful|Alert|Calm|Proud|Virtuous|Afraid|Happy|Sleepy|Angry|Amazed|Peaceful|Frustrated|Sad,4|5|3|1|6|2,5|3|4|2|6|1,5|2|4|6|1|3,3|5|1|4|2,7|8|6|1|3|2|5|4,2|3|1|5|4,3|4|1|2,3|1|2|4,2|4|1|3,1|2|3,3|2|1,4|2|3|5|1,4|2|1|3,4|5|3|2|1|6,2|1,4|1|7|6|3|2|5|8,5|9|8|7|3|6|4|2|1,40.87669373,-73.9056015,-1
R_bmaOF9ubOjiGrPr,Default Response Set,Anonymous,,,73.191.158.71,0,11/2/15 15:34,11/2/15 15:42,1,1,2,16.062,16.062,18.076,1,6,1,4,5,6,5,4,6,12.463,49.447,50.392,9,2,5,5,1,2,3,1,6,4.765,39.309,40.23,9,5,6,1,5,6,1,2,1,3.452,26.364,27.773,8,6,1,2,6,6,1,4.277,23.549,24.778,6,3,2,4,3,5,2,5,2,1,4,1,,,,,22.257,67.305,68.525,12,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,6,5,5,6,6,6,5,6,5,1,6,7,6,7,1,1,1,1,3,1,1,1,6,6,6,3,4,3,1,1,1,1,2,7,5,6,6,1,1,2,1,1,1,5,5,1,1,1,1,1,1,1,1,4,5,6,5,4,7,6,5,5,1,emotion,emotion,emotion,9.906,23.81,37.913,3,37,2,7,,3,,1.323,12.26,14.913,4,2,1.79,1.79,3.228,1,HOME HEALTH CARE PROVIDER,1.233,1.233,22.19,1,ENGLISH,1.04,1.04,6.749,1,1,2.641,2.641,4.166,1,A2BQSNRTCV8XQ4,rfq|rmq,Peaceful|Proud|Hopeful|Happy|Afraid|Dejected|Amazed|Calm|Alert|Guilty|Sad|Sleepy|Shy|Frustrated|Anxious|Virtuous|Angry,1|6|3|5|2|4,5|1|2|3|4|6,3|2|1|5|6|4,1|3|5|2|4,8|7|5|2|1|3|6|4,5|2|3|1|4,2|3|4|1,4|2|3|1,4|2|3|1,3|2|1,2|3|1,1|2|4|3|5,2|4|3|1,6|4|1|2|5|3,1|2,6|2|4|7|8|3|1|5,5|7|1|8|4|2|6|3|9,42.20610046,-83.20600128,-1
R_1CruE9AMQlHeS7x,Default Response Set,Anonymous,,,174.48.173.222,0,11/2/15 15:35,11/2/15 15:42,1,1,2,6.799,14.034,14.891,4,5,3,1,5,5,3,4,4,5.318,31.446,32.597,10,3,3,4,1,2,5,2,5,7.118,34.834,35.973,10,4,4,2,2,4,2,5,2,2.654,23.179,24.81,8,2,1,4,5,4,2,8.103,28.88,30.227,8,1,1,4,1,5,1,4,1,1,4,1,,,,,4.295,32.557,33.723,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,4,3,4,4,5,2,2,3,1,1,6,6,6,6,4,1,1,2,2,3,2,2,5,4,3,1,1,1,1,1,1,2,1,4,2,4,4,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,1,4,4,4,5,5,5,4,1,emotion,emotion,emotion,9.918,19.028,25.34,4,30,2,4,,3,,1.57,9.416,10.865,6,1,1.811,1.811,2.981,1,self employed,0.854,0.854,5.954,1,english,0.899,0.959,3.868,2,1,2.195,2.195,3.924,1,A1FSPD1LIOXCN1,rmq|rfq,Happy|Hopeful|Amazed|Sleepy|Calm|Alert|Shy|Angry|Dejected|Anxious|Proud|Frustrated|Virtuous|Guilty|Peaceful|Afraid|Sad,6|3|2|4|5|1,6|5|1|3|2|4,6|1|2|4|5|3,4|3|1|2|5,8|1|4|3|2|6|5|7,2|3|5|1|4,2|4|1|3,1|4|3|2,2|3|1|4,1|2|3,3|1|2,4|5|3|2|1,2|3|1|4,1|6|4|2|5|3,2|1,5|1|8|2|4|3|7|6,2|9|4|6|3|5|8|1|7,26.27850342,-80.1167984,-1
R_3lM1NyORoCKvm2p,Default Response Set,Anonymous,,,65.188.241.29,0,11/2/15 15:33,11/2/15 15:43,1,1,2,63.709,63.709,64.856,1,5,,2,6,6,3,2,5,3.993,26.737,27.825,9,4,4,5,2,3,1,4,6,3.936,29.224,30.333,10,1,1,4,4,4,3,1,3,3.456,23.834,25.093,8,6,3,2,4,4,4,3.507,23.186,24.842,6,3,4,4,5,3,4,4,5,2,4,1,,,,,7.522,62.842,63.926,13,2,2,1,2,3,4,5,2,4,3,5,4,4,2,4,2,2,3,6,6,6,6,6,2,2,2,2,2,3,2,3,2,3,4,3,3,3,4,4,4,1,1,1,3,4,4,3,4,4,3,3,2,2,2,4,6,6,6,6,4,2,2,1,2,2,2,2,2,2,2,3,4,4,4,1,2,3,4,1,4,2,4,4,3,4,6,4,4,1,emotion,emotion,emotion,9.257,33.372,38.973,5,26,1,4,,2,,1.656,15.398,16.724,4,1,1.518,1.518,2.205,1,Musican,1.067,1.067,5.163,1,English,0.98,0.98,4.504,1,1,3.686,4.666,5.71,2,ASTR3EPUOKEXV,rfq|rmq,Frustrated|Sad|Peaceful|Guilty|Alert|Calm|Hopeful|Sleepy|Proud|Happy|Afraid|Angry|Virtuous|Amazed|Shy|Anxious|Dejected,6|5|2|1|4|3,5|4|1|2|6|3,1|5|2|6|3|4,4|1|5|2|3,2|1|4|8|3|6|5|7,3|2|5|4|1,2|3|1|4,2|3|1|4,2|4|1|3,1|2|3,3|2|1,3|2|1|5|4,1|4|2|3,2|6|4|1|3|5,1|2,4|5|3|1|2|6|7|8,7|1|6|3|4|8|2|9|5,35.98989868,-79.6984024,-1
R_33qcoMwIebBCEeV,Default Response Set,Anonymous,,,8.26.74.183,0,11/2/15 15:36,11/2/15 15:43,1,1,2,8.197,8.197,9.229,1,3,2,1,5,5,2,2,3,16.329,41.733,42.571,9,5,4,2,1,5,3,5,4,4.043,31.453,32.3,9,2,2,2,5,3,2,5,2,2.278,21.396,22.167,10,4,2,1,5,2,4,8.272,27.506,28.011,8,3,1,2,1,5,1,3,1,2,3,1,,,,,8.68,45.966,46.554,14,1,1,1,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,5,6,5,5,5,6,5,5,5,4,3,3,5,4,5,4,5,5,5,5,3,4,3,3,6,6,6,3,3,3,1,1,1,1,2,6,6,6,6,2,2,2,2,1,2,6,6,3,2,3,1,3,6,1,1,4,5,4,6,5,5,5,5,5,1,emotion,emotion,emotion,6.786,6.786,18.369,1,28,1,5,,4,,1.244,6.046,6.862,4,1,1.475,1.475,2.145,1,Estimator,0.895,0.895,4.945,1,Spanish,0.848,0.848,3.585,1,2,2.298,3.928,4.253,2,A2LT2201O6A4QS,rfq|rmq,Shy|Calm|Peaceful|Proud|Afraid|Amazed|Frustrated|Happy|Anxious|Hopeful|Angry|Alert|Sad|Sleepy|Dejected|Virtuous|Guilty,4|1|3|6|5|2,4|2|5|6|3|1,1|5|4|6|3|2,5|4|2|3|1,6|4|2|7|1|3|5|8,5|3|4|2|1,4|2|1|3,3|4|2|1,2|4|1|3,3|1|2,3|2|1,3|2|4|5|1,3|1|4|2,2|3|1|6|4|5,2|1,3|5|7|2|1|8|4|6,9|7|4|1|3|6|8|2|5,33.54260254,-117.3390961,-1
R_2B96q1kfks7q5KF,Default Response Set,Anonymous,,,75.167.6.200,0,11/2/15 15:37,11/2/15 15:43,1,1,2,5.883,5.883,7.248,1,5,2,5,5,5,5,5,5,3.838,18.826,19.612,9,5,3,4,2,4,3,4,4,2.577,20.461,21.95,10,3,3,4,4,4,4,4,2,2.31,14.785,16.19,9,5,3,3,5,5,5,2.739,11.53,13.201,8,4,4,4,4,3,3,4,4,4,4,3,,,,,3.513,23.168,24.358,14,3,3,3,4,1,3,4,3,4,3,3,4,3,3,3,3,3,4,4,2,3,1,4,4,4,4,4,4,4,4,4,2,4,4,2,2,5,5,5,5,2,2,2,2,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,5,4,5,4,4,4,4,4,2,2,4,4,4,1,1,1,4,1,1,1,4,4,3,4,4,4,4,4,4,1,emotion,emotion,emotion,7.614,16.491,19.847,4,42,2,4,,4,,1.117,10.719,11.763,5,4,1.553,1.553,2.779,1,homemaker,0.866,0.866,4.495,1,english,0.94,0.94,4.384,1,1,3.058,3.058,4.153,1,A2NKWQBUT6Y0RA,rmq|rfq,Alert|Angry|Hopeful|Happy|Afraid|Amazed|Shy|Anxious|Sleepy|Sad|Proud|Peaceful|Frustrated|Guilty|Dejected|Calm|Virtuous,1|2|5|3|6|4,6|3|1|5|4|2,6|2|1|3|5|4,1|3|5|4|2,7|4|1|2|6|8|3|5,5|4|1|3|2,2|3|1|4,4|3|2|1,4|3|1|2,1|3|2,3|2|1,2|5|3|4|1,2|1|4|3,5|3|1|6|2|4,2|1,5|6|7|4|2|3|8|1,3|6|5|2|8|4|9|1|7,33.30619812,-111.841301,-1
R_2YFUNRRG0h2h8PE,Default Response Set,Anonymous,,,174.77.90.194,0,11/2/15 15:10,11/2/15 15:44,1,1,2,3.703,3.703,5.215,1,6,5,3,5,5,5,6,5,249.066,262.176,263.888,11,6,2,5,1,6,5,5,5,18.682,43.885,44.609,10,4,5,4,5,4,5,4,2,442.63,454.774,455.434,8,5,2,6,5,4,5,4.934,1017.913,1019.86,8,2,3,5,3,4,2,5,2,4,5,4,,,,,4.175,28.754,29.628,13,1,3,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,4,1,1,1,1,1,6,6,5,6,6,7,7,6,4,6,5,5,5,6,5,7,6,3,1,1,1,3,5,5,4,7,6,5,4,2,2,1,1,1,1,1,7,7,6,6,3,5,2,2,1,1,7,6,2,1,1,1,3,1,5,2,5,6,7,6,6,6,6,6,6,1,emotion,emotion,emotion,3.114,15.993,18.422,7,31,1,6,,6,,1.043,4.371,5.874,4,4,2.248,2.248,3.011,1,Research Engineer,0.911,0.911,5.631,1,English,0.982,0.982,3.777,1,2,1.571,2.051,2.73,2,A26W6CBOT1FYY9,rmq|rfq,Calm|Amazed|Dejected|Happy|Proud|Peaceful|Frustrated|Guilty|Hopeful|Sleepy|Sad|Alert|Virtuous|Afraid|Shy|Angry|Anxious,5|6|2|4|1|3,4|3|6|1|2|5,5|1|3|2|4|6,1|2|4|5|3,1|5|7|2|3|4|6|8,4|1|5|2|3,3|1|2|4,2|3|4|1,2|4|3|1,1|2|3,3|2|1,3|4|5|2|1,1|2|3|4,6|1|2|5|3|4,1|2,2|3|6|7|1|5|4|8,8|6|2|5|3|4|9|7|1,37.11700439,-76.5134964,-1
R_3IZ8Dl2eHLcUF80,Default Response Set,Anonymous,,,75.99.174.210,0,11/2/15 15:39,11/2/15 15:44,1,1,2,2.825,3.687,4.953,3,6,5,2,4,4,1,1,5,3.442,21.683,22.511,10,5,6,4,1,1,3,1,4,2.345,22.371,23.952,10,3,2,4,3,5,2,4,1,1.683,21.224,21.888,12,2,1,5,6,5,5,3.831,20.356,21.22,7,1,3,3,2,1,1,4,2,1,5,1,,,,,2.998,25.939,27.006,11,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,5,6,6,7,5,5,5,4,3,7,7,7,7,1,1,1,1,1,3,1,1,6,5,6,2,3,2,1,1,1,1,2,6,4,6,4,3,2,4,1,1,1,7,6,1,1,4,1,1,1,1,1,4,4,5,4,4,7,7,4,5,1,emotion,emotion,emotion,4.316,4.316,10.946,1,32,2,4,,7,associates degree,0.684,8.545,13.011,5,3,1.661,1.661,2.31,1,customer service manager,0.746,0.746,5.231,1,english,0.575,0.575,2.556,1,1,1.305,1.305,1.99,1,A30MJ6JMKVNOGS,rfq|rmq,Sad|Anxious|Hopeful|Calm|Afraid|Alert|Frustrated|Angry|Virtuous|Happy|Amazed|Shy|Dejected|Proud|Guilty|Peaceful|Sleepy,3|4|2|6|1|5,6|5|1|4|3|2,4|3|5|1|2|6,2|4|3|1|5,2|7|8|3|1|6|4|5,4|3|2|5|1,1|4|2|3,4|2|3|1,4|2|3|1,2|1|3,3|1|2,5|1|2|3|4,3|2|4|1,2|1|4|3|5|6,1|2,5|3|2|7|4|6|1|8,8|6|4|1|5|9|3|2|7,40.94450378,-74.06999969,-1
R_R4e8ZfHqYSjPwJj,Default Response Set,Anonymous,,,68.69.164.83,0,11/2/15 15:36,11/2/15 15:45,1,1,2,8.546,9.665,10.889,2,6,3,4,6,5,3,1,6,11.043,34.051,34.945,8,4,3,4,1,2,6,4,6,4.914,33.485,34.287,8,3,3,5,5,5,3,4,3,7.543,33.267,34.045,8,5,3,3,6,,4,5.101,27.436,28.039,5,4,1,4,1,5,1,4,1,3,4,3,,,,,10.73,56.211,57.794,11,4,3,3,3,3,3,4,3,4,1,4,2,2,2,2,4,1,3,2,3,2,2,2,5,4,4,5,5,5,4,4,5,5,5,4,3,5,5,6,5,3,2,2,2,4,5,4,4,4,3,4,3,4,2,2,2,1,3,4,4,3,5,4,4,5,4,4,4,4,4,2,3,3,3,3,3,3,2,4,4,4,5,4,4,5,5,4,5,1,emotion,emotion,emotion,6.806,13.432,16.205,3,47,2,4,,4,,1.73,9.485,11.432,4,4,2.496,2.496,3.515,1,book keeping,2.079,2.079,11.464,1,english,1.192,1.192,4.692,1,1,2.683,2.683,4.145,1,A3TD1C7EQWGEZA,rmq|rfq,Frustrated|Alert|Angry|Calm|Sleepy|Proud|Virtuous|Amazed|Dejected|Anxious|Peaceful|Afraid|Sad|Shy|Guilty|Hopeful|Happy,1|6|2|3|5|4,6|1|4|2|3|5,5|1|6|2|4|3,3|1|4|5|2,2|3|6|5|7|8|1|4,3|1|2|4|5,2|4|1|3,3|4|1|2,3|2|4|1,3|1|2,1|2|3,5|1|4|2|3,2|4|1|3,6|4|1|3|5|2,1|2,3|5|8|2|6|7|4|1,5|6|9|7|4|1|3|2|8,40.62469482,-111.7123032,-1
R_3oXV8X1rvVJWqwR,Default Response Set,Anonymous,,,71.174.167.74,0,11/2/15 15:34,11/2/15 15:45,1,1,2,6.813,8.163,11.969,2,5,2,4,5,6,3,4,5,30.503,55.912,57.132,10,2,5,3,1,2,1,2,5,2.947,30.386,31.846,8,3,3,3,2,4,2,3,1,3.262,27.497,29.31,9,2,1,3,6,5,3,4.916,36.302,37.866,6,3,2,3,2,4,2,4,2,3,3,1,,,,,15.842,76.235,85.998,16,3,3,3,3,3,1,3,2,3,2,2,1,1,1,1,1,1,2,3,3,3,4,3,4,3,3,4,4,4,4,5,4,4,4,4,3,5,5,5,5,2,2,1,2,3,3,4,3,4,4,5,2,3,2,1,1,1,2,3,4,4,4,4,3,4,3,4,3,4,4,4,4,2,4,1,4,3,3,2,4,3,4,3,6,6,6,7,7,1,emotion,emotion,emotion,9.254,17.205,21.947,4,44,2,4,,2,,1.955,7.288,15.124,4,5,1.545,2.907,3.797,2,Web Designer,1.101,1.101,5.981,1,english,1.07,1.07,4.591,1,1,1.83,5.822,11.37,2,AACO9BF22RLIS,rmq|rfq,Peaceful|Amazed|Anxious|Afraid|Hopeful|Shy|Calm|Proud|Virtuous|Sleepy|Sad|Dejected|Happy|Guilty|Angry|Alert|Frustrated,2|5|3|4|1|6,4|6|3|5|1|2,2|4|6|1|5|3,3|4|1|2|5,1|3|4|6|2|5|7|8,4|2|1|5|3,2|4|1|3,3|1|4|2,4|1|3|2,3|1|2,1|3|2,5|4|2|1|3,3|2|4|1,4|6|5|2|3|1,1|2,4|6|3|7|5|1|2|8,6|4|8|3|1|2|7|9|5,42.0796051,-71.03820038,-1
R_3lEtpwQJML9JWee,Default Response Set,Anonymous,,,96.242.132.36,0,11/2/15 15:33,11/2/15 15:46,1,1,2,19.409,19.817,20.225,2,5,2,4,6,5,4,4,4,2.665,17.815,18.633,10,4,4,5,1,5,2,3,5,3.982,20.742,21.394,11,2,2,3,4,3,2,2,4,1.8,14.371,15.015,10,4,2,2,5,4,3,277.682,291.599,292.463,9,3,3,4,3,4,3,4,4,3,3,2,,,,,10.678,65.745,67.314,14,1,3,2,3,3,3,2,1,3,3,2,1,1,2,1,2,1,2,2,2,2,2,2,6,6,5,6,5,4,5,6,5,6,5,4,4,5,5,5,6,1,1,1,2,3,3,4,4,6,6,6,3,1,1,1,1,2,1,3,4,5,6,5,3,3,4,3,2,3,6,6,3,3,4,1,1,4,1,1,5,5,6,4,4,6,6,6,5,1,emotion,emotion,emotion,3.545,3.545,8.36,1,22,1,6,,4,,0.821,5.136,6.032,4,1,0.842,0.842,1.696,1,Pharmacist,0.566,0.566,3.806,1,English,0.61,0.61,2.191,1,1,1.376,1.376,2.162,1,AIHMZCVRHFVWC,rfq|rmq,Afraid|Sad|Hopeful|Anxious|Dejected|Guilty|Happy|Shy|Peaceful|Virtuous|Alert|Sleepy|Frustrated|Proud|Amazed|Angry|Calm,4|6|5|1|2|3,6|5|4|2|1|3,4|5|6|3|1|2,1|3|4|5|2,6|4|5|8|3|2|7|1,4|2|5|1|3,1|4|2|3,3|1|2|4,3|2|4|1,3|1|2,2|3|1,5|3|4|2|1,1|3|4|2,4|2|3|1|5|6,2|1,6|8|3|5|1|7|2|4,6|5|7|4|9|2|1|3|8,40.37229919,-74.49620056,-1
